lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,is_suid_exec,auid_euid_mismatch,ephemeral_privileged,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,parent_child_rarity,label,source,technique,proc_name,true_label,pred_rf,proba_rf,correct_rf,errtype_rf,pred_xgb,proba_xgb,correct_xgb,errtype_xgb,pred_cnn,proba_cnn,correct_cnn,errtype_cnn,pred_iforest,proba_iforest,correct_iforest,errtype_iforest
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,2000.0,2,2,1,0,1,0.0,0,0,1,1.0,2,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.5422901145264779,1,TN,0,0.4553767442703247,1,TN,0,0.9812601208686829,1,TN,0,0.3902344802264883,1,TN
425118.68,0.0,20,4,1,0,1,0.0,0,0,0,0.9,18,0,5,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.04862769308453023,1,TN,0,0.0035097983200103045,1,TN,0,0.18430426716804504,1,TN,1,0.649998495145889,0,FP
0.001,11000.0,11,3,1,0,1,0.0,0,0,1,0.9091,10,0,4,0,0,0,0,0.977843,1,CAM-LDS,T1078_Valid_Accounts,wazuh-modulesd,1,1,0.7955360847726158,1,TP,1,0.9585185050964355,1,TP,1,0.9039117693901062,1,TP,0,0.2692652932058362,0,FN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
341237.54,0.0,9,4,1,0,1,0.0,0,0,0,0.7778,7,0,2,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.024969645542010855,1,TN,0,0.0017060220707207918,1,TN,0,0.000784711039159447,1,TN,1,0.4953920844127432,0,FP
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.07019693109065449,1,TN,0,0.0011886854190379381,1,TN,0,0.9977793097496033,1,TN,0,0.35218630876321966,1,TN
0.001,6000.0,6,3,1,0,1,0.0,0,0,1,0.8333,5,0,1,0,0,0,0,1.0,1,CAM-LDS,T1078_Valid_Accounts,,1,1,0.8220392190481567,1,TP,1,0.9766241908073425,1,TP,1,0.9275557398796082,1,TP,0,0.19832268870596556,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.93878,0,CAM-LDS,benign,pgrep,0,0,0.6585670497516378,1,TN,0,0.7191882133483887,1,TN,0,0.9963390827178955,1,TN,0,0.28662815987045837,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,8000.0,8,6,1,0,1,0.0,0,0,1,0.5,4,2,1,0,0,0,0,0.999292,1,CAM-LDS,T1166_Seuid_and_Setgid,cron,1,1,0.9758723993330836,1,TP,1,0.9995669722557068,1,TP,1,0.9996960163116455,1,TP,1,0.49229352091299305,1,TP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.93878,0,CAM-LDS,benign,pgrep,0,0,0.6585670497516378,1,TN,0,0.7191882133483887,1,TN,0,0.9963390827178955,1,TN,0,0.28662815987045837,1,TN
0.004,3750.048,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,0.522729,1,CAM-LDS,T1043_Commonly_Used_Port,rustdesk,1,1,0.9997610476428688,1,TP,1,0.9993284940719604,1,TP,1,0.998505175113678,1,TP,1,0.6071425668554188,1,TP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.977843,0,CAM-LDS,benign,wazuh-modulesd,0,0,0.29748386874210125,1,TN,1,0.6736326813697815,0,FP,0,0.3983098864555359,1,TN,0,0.05924140560401124,1,TN
0.008,1625.021,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.998423331978331,1,TP,1,0.999864935874939,1,TP,1,0.9988927841186523,1,TP,0,0.4793353742566678,0,FN
509269.936,0.0,5,4,1,0,1,0.0,0,0,0,0.6,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.15616722555483206,1,TN,0,0.002138652838766575,1,TN,0,5.020338358008303e-05,1,TN,1,0.5432704452050469,0,FP
0.008,1875.024,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.9999946886753457,1,TP,1,0.9998657703399658,1,TP,1,0.9999991655349731,1,TP,1,0.5058937921794523,1,TP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,1,1,0.8,8,0,2,0,0,0,0,1.0,1,CAM-LDS,T1078_Valid_Accounts,,1,0,0.5950136306509259,0,FN,0,0.8148069381713867,0,FN,0,0.9980920553207397,0,FN,0,0.4084912928171348,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.921176,0,CAM-LDS,benign,dash,0,0,0.012419133338234847,1,TN,0,0.0019334658281877637,1,TN,1,0.9987012147903442,0,FP,0,0.08408706763106497,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,11000.0,11,3,1,0,1,0.0,0,1,1,0.9091,10,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.476640625901143,1,TN,0,0.6501274108886719,1,TN,0,0.9984930157661438,1,TN,0,0.3801958411043279,1,TN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.07019693109065449,1,TN,0,0.0011886854190379381,1,TN,0,0.9977793097496033,1,TN,0,0.35218630876321966,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.93878,0,CAM-LDS,benign,pgrep,0,0,0.6585670497516378,1,TN,0,0.7191882133483887,1,TN,0,0.9963390827178955,1,TN,0,0.28662815987045837,1,TN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.07019693109065449,1,TN,0,0.0011886854190379381,1,TN,0,0.9977793097496033,1,TN,0,0.35218630876321966,1,TN
0.001,7000.0,7,5,1,0,1,0.0,0,0,1,0.5714,4,2,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9931235695843823,1,TP,1,0.9980852603912354,1,TP,0,0.9879207611083984,0,FN,0,0.47146856809022747,0,FN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.921176,0,CAM-LDS,benign,dash,0,0,0.012419133338234847,1,TN,0,0.0019334658281877637,1,TN,1,0.9987012147903442,0,FP,0,0.08408706763106497,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.934848,0,CAM-LDS,benign,ps,0,0,0.029790272501577963,1,TN,0,0.006541241426020861,1,TN,0,0.009749384596943855,1,TN,0,0.1837796090871494,1,TN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
425070.896,0.0,5,4,1,0,1,0.0,0,0,0,0.8,4,0,1,0,0,0,0,0.998158,0,CAM-LDS,benign,id,0,0,0.017593462748725544,1,TN,0,0.0016341740265488625,1,TN,0,0.00019346977933309972,1,TN,1,0.4857737497554247,0,FP
0.001,5000.0,5,3,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,0.999953,1,CAM-LDS,T1078_Valid_Accounts,rsyslogd,1,1,0.8904403816992573,1,TP,1,0.9183182716369629,1,TP,1,0.9906466603279114,1,TP,0,0.12113675412804245,0,FN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,0.93878,0,CAM-LDS,benign,pgrep,0,0,0.6585670497516378,1,TN,0,0.7191882133483887,1,TN,0,0.9963390827178955,1,TN,0,0.28662815987045837,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
446400.616,0.0,18,3,1,0,1,0.0,0,0,0,0.8333,15,0,6,0,0,0,0,0.999677,0,CAM-LDS,benign,hostname,0,0,0.010857919166422817,1,TN,0,0.0006375311058945954,1,TN,0,0.014354715123772621,1,TN,1,0.6506076285214625,0,FP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.921176,0,CAM-LDS,benign,dash,0,0,0.012419133338234847,1,TN,0,0.0019334658281877637,1,TN,1,0.9987012147903442,0,FP,0,0.08408706763106497,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.044,250.001,11,5,1,0,1,0.0,0,0,1,0.7273,8,0,1,0,2,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.9971883782888821,1,TP,1,0.9998643398284912,1,TP,1,0.9998368620872498,1,TP,1,0.5283586678747548,1,TP
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
425557.652,0.0,7,6,1,1,1,0.0,0,0,0,0.7143,5,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.049491830086140956,1,TN,0,0.001562800956889987,1,TN,0,0.035775408148765564,1,TN,1,0.6592449670784277,0,FP
0.004,1999.907,8,5,1,1,1,0.0,0,0,1,0.75,6,0,1,0,1,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9652226373418966,1,TP,1,0.9988009929656982,1,TP,1,0.9997358322143555,1,TP,0,0.40657080149077235,0,FN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.136110361410938,1,TN,0,0.08882872015237808,1,TN,0,0.43383821845054626,1,TN,0,0.15093108778117337,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,5000.0,5,3,1,0,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1078_Valid_Accounts,,1,1,0.779066240259302,1,TP,1,0.8609684705734253,1,TP,1,0.9906269311904907,1,TP,0,0.11955050491752021,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,6000.0,6,3,1,1,1,0.0,0,0,1,0.8333,5,0,1,0,0,0,0,0.997839,1,CAM-LDS,T1166_Seuid_and_Setgid,perl,1,0,0.7251493958982146,0,FN,0,0.902660608291626,0,FN,0,0.9984107613563538,0,FN,0,0.21101467523071524,0,FN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.07019693109065449,1,TN,0,0.0011886854190379381,1,TN,0,0.9977793097496033,1,TN,0,0.35218630876321966,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.07019693109065449,1,TN,0,0.0011886854190379381,1,TN,0,0.9977793097496033,1,TN,0,0.35218630876321966,1,TN
0.001,8000.0,8,4,1,1,1,0.0,0,0,1,0.5,4,2,0,2,0,0,0,0.999252,1,CAM-LDS,T1166_Seuid_and_Setgid,exim4,1,1,0.9633831407462939,1,TP,1,0.9943061470985413,1,TP,1,0.9854577779769897,1,TP,1,0.6652183136828597,1,TP
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.004,3749.825,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.9920655578326724,1,TP,1,0.9996098875999451,1,TP,1,0.9989140629768372,1,TP,1,0.5185645234673022,1,TP
0.004,2499.883,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.10762226330760581,1,TN,0,0.030641552060842514,1,TN,1,0.9987226128578186,0,FP,0,0.1414827417301099,1,TN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
2241.212,0.028,63,2,1,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.974569,0,CAM-LDS,benign,systemd,0,0,0.013822055031729737,1,TN,0,0.0027507413178682327,1,TN,0,0.0028932204004377127,1,TN,1,0.8021096480410203,0,FP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.136110361410938,1,TN,0,0.08882872015237808,1,TN,0,0.43383821845054626,1,TN,0,0.15093108778117337,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,5000.0,5,3,1,1,1,0.0,0,0,1,0.8,4,0,1,0,0,0,0,1.0,1,CAM-LDS,T1166_Seuid_and_Setgid,,1,1,0.9803391365142109,1,TP,1,0.9955499172210693,1,TP,1,0.9890586137771606,1,TP,0,0.28815160051448535,0,FN
0.004,3249.848,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.997955877970611,1,TP,1,0.9998103976249695,1,TP,1,0.9989084601402283,1,TP,0,0.45932765369255596,0,FN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
340696.732,0.0,9,3,1,0,1,0.0,0,0,0,0.7778,7,0,2,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.01026884981629403,1,TN,0,0.0014660052256658673,1,TN,0,0.0008314025471918285,1,TN,0,0.5175151302327066,1,TN
0.004,3250.042,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,0.522729,1,CAM-LDS,T1043_Commonly_Used_Port,rustdesk,1,1,0.9995020386625962,1,TP,1,0.9994418025016785,1,TP,0,0.9981986284255981,0,FN,1,0.5797088819742469,1,TP
340693.96,0.0,6,3,1,0,1,0.0,0,0,0,0.8333,5,0,2,0,0,0,0,0.973514,0,CAM-LDS,benign,grep,0,0,0.014144601531419058,1,TN,0,0.002367652952671051,1,TN,0,0.077138751745224,1,TN,1,0.5988614627889572,0,FP
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
508953.716,0.0,5,4,1,0,1,0.0,0,0,0,0.8,4,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.01639597389057477,1,TN,0,0.0014744567451998591,1,TN,0,0.03970600664615631,1,TN,1,0.5643418226848343,0,FP
0.004,2500.032,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.07019693109065449,1,TN,0,0.0011886854190379381,1,TN,0,0.9977793097496033,1,TN,0,0.35218630876321966,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.921176,0,CAM-LDS,benign,dash,0,0,0.012419133338234847,1,TN,0,0.0019334658281877637,1,TN,1,0.9987012147903442,0,FP,0,0.08408706763106497,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.3890709854145044,1,TN,0,0.37380343675613403,1,TN,0,0.5816625952720642,1,TN,0,0.15372146806343995,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.004,3250.042,13,5,1,1,1,0.0,0,0,1,0.8462,11,0,4,0,1,0,0,1.0,1,CAM-LDS,T1043_Commonly_Used_Port,,1,1,0.997955877970611,1,TP,1,0.9997932314872742,1,TP,1,0.9989084601402283,1,TP,0,0.4585511066031922,0,FN
0.004,3750.048,15,5,1,1,1,0.0,0,0,1,0.8667,13,0,5,0,1,0,0,0.522729,1,CAM-LDS,T1043_Commonly_Used_Port,rustdesk,1,1,0.9997610476428688,1,TP,1,0.9993284940719604,1,TP,1,0.998505175113678,1,TP,1,0.6071425668554188,1,TP
424505.224,0.0,6,3,1,0,1,0.0,0,1,0,0.8333,5,0,2,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.14411647576814549,1,TN,0,0.013912194408476353,1,TN,0,0.9737063646316528,1,TN,1,0.5935757881090798,0,FP
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,4000.0,4,3,1,0,1,0.0,0,0,1,0.75,3,0,1,0,0,0,0,1.0,0,CAM-LDS,benign,,0,0,0.513789848984761,1,TN,0,0.6188610196113586,1,TN,0,0.9964542388916016,1,TN,0,0.18644500050345642,1,TN
0.001,10000.0,10,3,1,0,1,0.0,0,0,1,0.9,9,0,4,0,0,0,0,0.522729,0,CAM-LDS,benign,rustdesk,0,0,0.0243647732537686,1,TN,0,0.0006043169996701181,1,TN,0,0.16233482956886292,1,TN,0,0.29614411706827937,1,TN
