row_id,lifetime_seconds,events_per_second,seq_length,unique_syscalls,uid_is_root,uid_changed,euid_root,max_uid_euid_delta,auid_euid_mismatch,failed_call_rate,failed_call_count,priv_op_count,exec_count,file_access_count,network_count,shell_from_service,sensitive_path_access,fold,true_label,technique,pred_xgb,proba_xgb,pred_cnn,proba_cnn,disagreement_direction
53064,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
55941,1.0,21.0,21,2,1,0,1,0,1,0.0,0,0,0,0,0,0,0,4,1,T1222,0,0.8476836681365967,1,0.9918534755706788,xgb_benign_cnn_malicious
55962,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
55963,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
55979,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
55991,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
56186,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
56827,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
59732,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
59733,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
59737,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
59740,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
59807,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
59808,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
59810,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
59813,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60749,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60783,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
60786,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60792,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
60800,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60801,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60807,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60823,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60826,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60834,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60835,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60842,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60843,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
60844,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
60861,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
62136,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
62149,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
62342,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
62749,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
62857,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
63847,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
64904,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
65152,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
66500,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
66592,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
66681,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
67322,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
68073,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
68112,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
68965,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
70299,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
70373,1.0,38.0,38,3,1,0,1,0,1,0.0,0,1,0,0,0,0,0,4,1,T1222,0,0.8795052170753479,1,0.9937933087348938,xgb_benign_cnn_malicious
70374,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
70375,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
70399,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
70424,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
70452,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
70454,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
70461,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
70471,1.0,1.0,1,1,1,0,1,0,1,0.0,0,0,0,0,0,0,0,3,1,T1222,1,0.9765482544898988,0,0.8522466421127319,xgb_malicious_cnn_benign
70474,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
70475,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
71349,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
72054,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
72067,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
72073,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
72090,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
72713,1.0,1.0,1,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,4,1,T1222,1,0.9651243686676024,0,0.983751654624939,xgb_malicious_cnn_benign
73430,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
73506,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
73516,1.0,2.0,2,1,1,0,1,0,1,1.0,2,0,2,0,0,0,0,2,1,T1548,0,0.9779095649719238,1,0.9780508279800416,xgb_benign_cnn_malicious
74302,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
74901,1.0,37.0,37,2,1,0,1,0,1,0.0,0,0,0,0,0,0,0,4,1,T1222,0,0.8476836681365967,1,0.991874933242798,xgb_benign_cnn_malicious
74961,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
75052,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,0,benign,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
75690,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
75703,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,0,benign,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
75792,1.0,1.0,1,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,4,1,T1222,1,0.9651243686676024,0,0.983751654624939,xgb_malicious_cnn_benign
75937,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,0,benign,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
75977,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
76099,20.68099999427796,12.136743874544123,251,13,0,0,0,0,0,0.047808764940239,12,0,0,5,0,0,0,1,0,benign,1,0.7923141717910767,0,6.849549715663792e-15,xgb_malicious_cnn_benign
76100,18.688999891281128,14.66103063801866,274,12,0,0,0,0,0,0.0328467153284671,9,0,0,12,0,0,0,1,0,benign,1,0.7967053651809692,0,9.648504868328689e-13,xgb_malicious_cnn_benign
77372,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
79343,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
80159,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
80160,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
80760,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
80786,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
81614,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
81670,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
81672,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
82316,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
82333,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
82424,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
82426,1.0,1.0,1,1,0,0,1,1000,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624439835548401,xgb_malicious_cnn_benign
83084,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
83260,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
83272,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
83281,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
83547,1.0,1.0,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,2,1,T1595,0,0.001278604613617,1,0.999983251094818,xgb_benign_cnn_malicious
84890,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
84918,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
84921,1.0,1.0,1,1,1,0,1,0,1,1.0,1,0,1,0,0,0,0,2,1,T1548,0,0.964673638343811,1,0.9870211482048036,xgb_benign_cnn_malicious
85544,1.0,27.0,27,2,1,0,1,0,1,0.0,0,0,0,0,0,0,0,4,1,T1222,0,0.8476836681365967,1,0.9919057488441468,xgb_benign_cnn_malicious
85550,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85590,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85591,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85595,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85596,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85597,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85598,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85610,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85616,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85619,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85623,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85628,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85634,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85645,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85657,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85664,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85666,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85675,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85693,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85702,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85741,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85744,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85760,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85778,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85787,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85805,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85810,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85813,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85816,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85824,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85830,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85832,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85838,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85846,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85858,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85859,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85866,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85890,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85901,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85921,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85927,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85932,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85934,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85960,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85967,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85978,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85990,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
85999,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86000,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86002,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86020,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86033,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86050,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86072,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86090,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86097,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
86099,1.0,1.0,1,1,0,0,1,1001,1,0.0,0,0,1,0,0,0,0,3,1,T1548,1,0.999918818473816,0,0.8624513745307922,xgb_malicious_cnn_benign
