group_id,n_rows,n_benign,n_attack,technique_nunique,technique_values,source_nunique,source_values,proc_name_nunique,proc_name_values
0.004|1999.907|8|3|1|0|1|0.0|0|0|1|0.875|7|0|3|0|0|0|0|1.0...,5,2,3,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],0,[nan]
0.001|4000.0|4|3|1|0|1|0.0|0|0|1|0.75|3|0|1|0|0|0|0|0.9961...,5,2,3,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],1,['http']
0.001|4000.0|4|3|1|0|1|0.0|0|0|1|0.75|3|0|1|0|0|0|0|0.9686...,5,3,2,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],1,['wazuh-modulesd']
0.001|10000.0|10|3|1|0|1|0.0|0|0|1|0.9|9|0|4|0|0|0|0|0.9998...,5,2,3,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],2,"['ssh-keygen', 'python3.12']"
0.001|4000.0|4|3|1|0|1|0.0|0|0|1|0.75|3|0|1|0|0|0|0|0.999...,5,2,3,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],1,['udevadm']
0.001|5000.0|5|4|1|0|1|0.0|0|0|1|0.8|4|0|1|0|0|0|0|0.9961...,5,2,3,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],1,['http']
0.004|3500.045|14|3|1|0|1|0.0|0|1|1|0.8571|12|0|5|0|0|0|0|1....,4,3,1,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],0,[nan]
0.001|5000.0|5|3|1|0|1|0.0|0|0|1|0.8|4|0|1|0|0|0|0|0.9762...,4,1,3,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],1,['python3.10']
0.004|2750.035|11|3|1|0|1|0.0|0|1|1|0.9091|10|0|4|0|0|0|0|1....,4,3,1,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],0,[nan]
0.004|2499.883|10|3|1|0|1|0.0|0|0|1|0.9|9|0|4|0|0|0|0|0.9762...,4,1,3,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],1,['python3.10']
0.001|5000.0|5|4|1|0|1|0.0|0|0|1|0.8|4|0|1|0|0|0|0|0.9591...,4,2,2,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],1,['dash']
0.001|8000.0|8|3|1|0|1|0.0|0|0|1|0.875|7|0|3|0|0|0|0|0.9998...,4,3,1,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],2,"['python3.12', 'udisksd']"
0.001|10000.0|10|3|1|0|1|0.0|0|1|1|0.9|9|0|4|0|0|0|0|0.9996...,3,1,2,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],1,['who']
0.004|3750.048|15|3|1|0|1|0.0|0|1|1|0.8667|13|0|5|0|0|0|0|1....,3,1,2,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],0,[nan]
0.001|3000.0|3|3|1|0|1|0.0|0|0|1|1.0|3|0|1|0|0|0|0|0.9999...,3,2,1,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],1,['dhclient']
0.004|1999.907|8|3|1|0|1|0.0|0|0|1|0.75|6|0|2|0|0|0|0|1.0...,3,2,1,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],0,[nan]
0.004|1999.907|8|3|1|0|1|0.0|0|0|1|0.875|7|0|3|0|0|0|0|0.976...,3,1,2,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],1,['python3.10']
0.008|1500.019|12|4|1|0|1|0.0|0|0|1|0.9167|11|0|4|0|0|0|0|0....,3,1,2,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],1,['wazuh-modulesd']
0.012|833.328|10|3|1|0|1|0.0|0|0|1|0.9|9|0|4|0|0|0|0|1.0...,3,2,1,2,"['benign', 'T1078_Valid_Accounts']",1,['CAM-LDS'],0,[nan]
0.001|5000.0|5|3|1|0|1|1000.0|0|0|1|0.8|4|0|1|0|0|0|0|0.9871...,2,1,1,2,"['benign', 'T1166_Seuid_and_Setgid']",1,['CAM-LDS'],1,['perl']
0.001|8000.0|8|3|1|0|1|0.0|0|0|1|0.75|6|0|2|0|0|0|0|0.9999...,2,1,1,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],1,['ldconfig.real']
0.001|4000.0|4|3|1|0|1|0.0|0|1|1|0.75|3|0|1|0|0|0|0|0.9999...,2,1,1,2,"['T1078_Valid_Accounts', 'benign']",1,['CAM-LDS'],2,"['dumpe2fs', 'stty']"
