row_id,true_label,pred_xgb,pred_cnn,llm_verdict,llm_pred,llm_confidence,llm_agrees_with,key_features,rationale,parse_status,error
31585,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
31644,1,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
32212,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
33998,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
34144,1,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
35192,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
35270,0,0,1,MALICIOUS,1,0.97,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, indicating a potential privilege escalation attempt. | Mechanism: no setuid/setgid execution, but a rare exec chain with a high syscall throughput and short lifetime, suggesting a rapid privilege escalation attempt. | Behavioural anomaly: a very rare parent->child exec pair and a high failed syscall rate, indicating potential anomalous behavior. | Benign-explanation test: short process lifetime and high syscall throughput do not align with typical admin scripting or health-check behavior. | Decide: the high confidence in maliciousness by the CNN model, coupled with the unusual exec chain and failed syscall rate, supports the CNN's classification.",ok,
35585,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process with real and effective UID as root and no UID change, but parent_child_rarity is extremely rare. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign, suggesting unusual command chaining. | Behavioural anomaly: extremely short lifetime_seconds and high events_per_second, with a rare parent-child exec pair, indicating potential evasion or unusual activity. | Benign-explanation test: short lifetime and high syscall rate make admin scripting or health-check unlikely, and no clear benign explanation. | Decide: the high confidence in maliciousness by CNN, despite XGBoost's benign call, is supported by the unusual exec chain and short-lived privileged process.",ok,
35808,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
37030,1,0,1,MALICIOUS,1,0.95,cnn,"[""max_uid_euid_delta"", ""is_suid_exec"", ""failed_call_rate"", ""seq_length""]",Privilege state: UID changed and max_uid_euid_delta at p99+ indicate a privilege transition. | Mechanism: is_suid_exec set and exec_count low suggest a direct privilege escalation attempt. | Behavioural anomaly: failed_call_rate at p99+ and seq_length at p1- indicate unusual and potentially malicious behavior. | Benign-explanation test: short lifetime_seconds and low throughput (events_per_second at p10) argue against benign admin activity. | Decide: The evidence of privilege escalation and unusual behavior supports the CNN's MALICIOUS classification.,ok,
38899,0,0,1,MALICIOUS,1,0.95,cnn,"[""unique_syscalls"", ""exec_count"", ""parent_child_rarity"", ""failed_call_rate"", ""lifetime_seconds""]","Privilege state: UID changed and effective UID is root with max_uid_euid_delta at baseline, but auid_euid_mismatch is absent -- no clear identity inconsistency. | Mechanism: exec_count is elevated and parent_child_rarity is high, suggesting an unusual exec chain, but no setuid/setgid execution or shell from service. | Behavioural anomaly: failed_call_rate is high, suggesting a potential syscall failure pattern, and lifetime_seconds is very short, which is unusual for benign activity. | Benign-explanation test: low unique_syscalls and no sensitive_path_access suggest this is not typical admin scripting or package management. | Decide: high failed_call_rate and short lifetime_seconds outweigh XGBoost's benign call; this supports the CNN's MALICIOUS classification.",ok,
39581,1,0,1,MALICIOUS,1,0.92,cnn,"[""failed_call_rate"", ""exec_count"", ""uid_changed"", ""lifetime_seconds""]","Privilege state: UID changed and effective UID is root with max_uid_euid_delta at baseline; however, the short lifetime_seconds suggests a potential false positive. | Mechanism: No setuid/setgid execution, but exec_count is high and the process lifetime is very short, which is unusual for benign activity. | Behavioural anomaly: Failed_call_rate is high, indicating potential syscall errors, and parent_child_rarity is 1, suggesting an unusual exec chain. | Benign-explanation test: The short lifetime_seconds and high syscall throughput (events_per_second) argue against a routine admin script or cron job. | Decide: The high failed_call_rate and exec_count, along with the unusual exec chain, support the CNN's malicious classification.",ok,
40580,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
40737,0,0,1,MALICIOUS,1,0.78,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""failed_call_count""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and unique_syscalls (p51) argue against typical admin scripting or health-checks. | Decide: The evidence of UID change and failed syscalls, despite no clear escalation mechanism, supports the CNN's malicious classification.",ok,
43620,0,0,1,MALICIOUS,1,0.75,cnn,"[""events_per_second"", ""seq_length"", ""failed_call_count"", ""exec_count"", ""parent_child_rarity""]","Privilege state: UID changed and effective UID is root with max_uid_euid_delta at baseline; however, no clear privilege escalation attempt. | Mechanism: No setuid/setgid execution, exec_count within benign norms, and no shell spawned from a service. | Behavioural anomaly: High failed_call_rate and exec_count, along with a rare parent->child exec pair, suggest potential malicious behavior. | Benign-explanation test: Short lifetime and high syscall throughput could be admin scripting, but the exec_count and failed_call_rate are not typical. | Decide: The high failed_call_rate and exec_count, along with a rare exec pair, support the CNN's malicious classification, but confidence is reduced due to lack of clear privilege escalation mechanism.",ok,
43715,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
44656,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
45753,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
46106,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
46440,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
47897,1,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
49239,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
50145,1,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
51225,1,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
53538,1,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
54437,1,0,1,MALICIOUS,1,0.75,cnn,"[""auid_euid_mismatch"", ""failed_call_rate"", ""lifetime_seconds"", ""uid_changed""]","Privilege state: UID changed and auid_euid_mismatch set indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a short-lived process with auid_euid_mismatch suggests an attempt to mimic a legitimate user. | Behavioural anomaly: High failed_call_rate and short lifetime_seconds suggest a process struggling with privilege escalation. | Benign-explanation test: Low exec_count and no sensitive_path_access or shell_from_service argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification.",ok,
55022,0,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
55403,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
56589,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
56670,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, indicating a potential privilege escalation attempt. | Mechanism: no setuid/setgid execution, but a rare exec chain with a high syscall throughput and short lifetime, suggesting a rapid privilege escalation attempt. | Behavioural anomaly: extremely rare parent->child exec pair and a short process lifetime, with a high failed syscall rate, indicating potential malicious behavior. | Benign-explanation test: short process lifetime and high syscall throughput do not align with typical benign admin activities like cron jobs or package management. | Decide: the high confidence in malicious behavior from CNN, supported by the rare exec chain and failed syscall rate, outweighs XGBoost's benign call.",ok,
57470,1,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""events_per_second"", ""lifetime_seconds"", ""seq_length""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign, suggesting unusual command chaining. | Behavioural anomaly: high syscall throughput (events_per_second at p93) and short lifetime (p42) with a rare parent-child exec pair -- indicative of a rapid, potentially malicious process. | Benign-explanation test: short lifetime and high syscall rate make admin scripting or health-checks unlikely; unique_syscalls and seq_length do not support benign activity. | Decide: the high syscall rate and rare exec pair, despite XGBoost's benign call, strongly support the CNN's malicious classification.",ok,
57629,1,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
58718,1,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
60020,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
60429,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
62731,0,0,1,MALICIOUS,1,0.95,cnn,"[""parent_child_rarity"", ""lifetime_seconds"", ""events_per_second"", ""seq_length"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but parent_child_rarity is unusual. | Mechanism: no setuid/setgid execution, but exec_count is higher than benign and attack populations. | Behavioural anomaly: high failed_call_rate and parent_child_rarity near 1 -- a rare exec chain with frequent syscall errors. | Benign-explanation test: short lifetime and high syscall throughput argue against a routine admin script or health-check. | Decide: the high failed_call_rate and unusual exec chain support the CNN's malicious classification.",ok,
62945,0,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
65351,0,0,1,MALICIOUS,1,0.95,cnn,"[""failed_call_rate"", ""exec_count"", ""parent_child_rarity"", ""lifetime_seconds"", ""unique_syscalls""]","Privilege state: UID and EUID are both root with no UID change, but a high failed_call_rate suggests attempts to access restricted resources. | Mechanism: No setuid/setgid execution, but a rare exec chain with a high exec_count and unique_syscalls, indicating unusual command execution. | Behavioural anomaly: Short lifetime_seconds and parent_child_rarity of 1 suggest a rare and brief process execution pattern, which is uncommon for benign activities. | Benign-explanation test: Low events_per_second and a short sequence length (seq_length=5) argue against typical admin scripting or health-check processes. | Decide: The high failed_call_rate and rare exec chain, along with the short process lifetime, support the CNN's MALICIOUS classification.",ok,
65567,0,0,1,MALICIOUS,1,0.75,cnn,"[""events_per_second"", ""lifetime_seconds"", ""parent_child_rarity"", ""ephemeral_privileged""]","Privilege state: process real UID is root and effective UID is root with no UID change, but max_uid_euid_delta is at the median, which is less indicative of a transition. | Mechanism: no setuid/setgid execution and no shell spawned from a service, but a high syscall throughput (events_per_second at p7) suggests rapid, potentially malicious activity. | Behavioural anomaly: short-lived privileged process (ephemeral_privileged) and a rare parent->child exec pair (parent_child_rarity at p26) which is uncommon in benign activity. | Benign-explanation test: short lifetime (p88) and high syscall throughput argue against a routine admin script or cron job; seq_length and unique_syscalls do not strongly suggest benign activity. | Decide: the behavioural anomaly and high syscall throughput outweigh XGBoost's benign call; this supports the CNN's MALICIOUS classification.",ok,
65944,1,0,1,MALICIOUS,1,0.75,cnn,"[""events_per_second"", ""seq_length"", ""auid_euid_mismatch"", ""failed_call_count"", ""exec_count""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: High syscall throughput (events_per_second at p99+) and exec_count at p98 suggest unusual exec activity. | Behavioural anomaly: Failed_call_count at p98 and exec_count at p98 indicate unusual system behavior, rare in benign processes. | Benign-explanation test: Short lifetime (p42) and no sensitive_path_access or shell_from_service argue against typical admin activity. | Decide: High failed_call_rate and exec_count, along with the privilege state anomalies, support the CNN's malicious classification.",ok,
67911,1,0,1,MALICIOUS,1,0.97,cnn,"[""parent_child_rarity"", ""events_per_second"", ""ephemeral_privileged"", ""lifetime_seconds"", ""seq_length""]","Privilege state: process real UID is root and effective UID is root with no UID change, indicating no privilege escalation attempt. | Mechanism: no setuid/setgid execution and no shell spawned from a service, suggesting no typical escalation mechanism. | Behavioural anomaly: high syscall throughput (events_per_second at p94) and a rare parent->child exec pair (parent_child_rarity at p10) with a very short lifetime (lifetime_seconds at p42) -- indicative of an anomaly. | Benign-explanation test: the process has a low exec_count and no file or network activity, which does not align with typical benign admin activities. | Decide: despite XGBoost's benign call, the high syscall rate and rare exec pair, along with the CNN's high malicious confidence, support the MALICIOUS verdict.",ok,
69529,0,0,1,MALICIOUS,1,0.72,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and parent_child_rarity (1) argue against typical benign admin activity. | Decide: The evidence of UID change and failed syscalls supports the CNN's malicious classification over XGBoost's benign call.",ok,
70111,0,0,1,MALICIOUS,1,0.78,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""failed_call_count""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and unique_syscalls (p51) argue against typical admin scripting or health-checks. | Decide: The evidence of UID change and failed syscalls, despite no clear escalation mechanism, supports the CNN's malicious classification.",ok,
72342,0,0,1,MALICIOUS,1,0.78,cnn,"[""auid_euid_mismatch"", ""events_per_second"", ""failed_call_rate"", ""failed_call_count""]","Privilege state: UID changed and auid_euid_mismatch set, indicating potential identity spoofing. | Mechanism: No setuid/setgid execution, but a high syscall throughput (events_per_second at p98) and a short-lived privileged process (ephemeral_privileged set). | Behavioural anomaly: High failed_call_rate (p98 vs benign) and exec_count (p82 vs benign) suggest unusual or failed system interactions. | Benign-explanation test: Short lifetime (p42) and unique_syscalls (p51) argue against typical admin scripting or health-checks. | Decide: The evidence of UID change and failed syscalls, despite no clear escalation mechanism, supports the CNN's malicious classification.",ok,
