row_id,true_label,pred_xgb,pred_cnn,llm_verdict,llm_pred,llm_confidence,key_features,rationale,parse_status,error,llm_agrees_with
57470,1,0,1,MALICIOUS,1.0,0.95,"[""euid_root"", ""is_suid_exec"", ""ephemeral_privileged"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: Ephemeral privileged process, no network activity. | Benign-explanation test: Short-lived process, unusual parent-child pair.",ok,,cnn
57629,1,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
58718,1,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
60020,0,0,1,MALICIOUS,1.0,0.95,"[""euid_root"", ""is_suid_exec"", ""ephemeral_privileged"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: Ephemeral privileged process, no network activity. | Benign-explanation test: Short-lived process, unusual parent-child pair.",ok,,cnn
60429,0,0,1,MALICIOUS,1.0,0.74,"[""events_per_second"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: No setuid/setgid execution, but exec_count suggests unusual activity. | Behavioural anomaly: High failed_call_rate and parent_child_rarity. | Benign-explanation test: Unusual events_per_second and unique_syscalls for admin scripting.",ok,,cnn
62731,0,0,1,MALICIOUS,1.0,0.95,"[""euid_root"", ""is_suid_exec"", ""ephemeral_privileged"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: Ephemeral privileged process, no network activity. | Benign-explanation test: Short-lived process, unusual parent-child pair.",ok,,cnn
62945,0,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
65351,0,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
65567,0,0,1,MALICIOUS,1.0,0.8,"[""euid_root"", ""max_uid_euid_delta"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: No setuid/setgid execution, but exec_count suggests unusual activity. | Behavioural anomaly: High failed_call_rate and parent_child_rarity. | Benign-explanation test: Short lifetime and unique_syscalls not typical for admin scripting.",ok,,cnn
65944,1,0,1,MALICIOUS,1.0,0.76,"[""uid_is_root"", ""euid_root"", ""is_suid_exec"", ""events_per_second"", ""network_count""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: High syscall throughput, network activity absent. | Benign-explanation test: Short-lived process, no admin scripting indicators.",ok,,cnn
67911,1,0,1,MALICIOUS,1.0,0.97,"[""ephemeral_privileged"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]",Ephemeral privileged process with root UID/EUID transition. | No benign explanation for setuid/setgid execution and unusual exec chain. | High failed syscall rate and rare parent-child exec pair. | Short-lived process with no plausible benign activity. | Evidence supports CNN model's call; XGBoost model's score is high but not definitive.,ok,,cnn
69529,0,0,1,MALICIOUS,1.0,0.74,"[""events_per_second"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: No setuid/setgid execution, but exec_count suggests unusual activity. | Behavioural anomaly: High failed_call_rate and parent_child_rarity. | Benign-explanation test: Unusual events_per_second and unique_syscalls for admin scripting.",ok,,cnn
70111,0,0,1,MALICIOUS,1.0,0.74,"[""events_per_second"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: No setuid/setgid execution, but exec_count suggests unusual activity. | Behavioural anomaly: High failed_call_rate and parent_child_rarity. | Benign-explanation test: Unusual events_per_second and unique_syscalls for admin scripting.",ok,,cnn
72342,0,0,1,MALICIOUS,1.0,0.74,"[""events_per_second"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: No setuid/setgid execution, but exec_count suggests unusual activity. | Behavioural anomaly: High failed_call_rate and parent_child_rarity. | Benign-explanation test: Unusual events_per_second and unique_syscalls for admin scripting.",ok,,cnn
72715,0,0,1,MALICIOUS,1.0,0.95,"[""euid_root"", ""is_suid_exec"", ""ephemeral_privileged"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: Ephemeral privileged process, no network activity. | Benign-explanation test: Short-lived process, unusual parent-child pair.",ok,,cnn
73425,0,0,1,MALICIOUS,1.0,0.95,"[""euid_root"", ""is_suid_exec"", ""ephemeral_privileged"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: Ephemeral privileged process, no network activity. | Benign-explanation test: Short-lived process, unusual parent-child pair.",ok,,cnn
75296,1,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
76261,0,0,1,MALICIOUS,1.0,0.95,"[""euid_root"", ""is_suid_exec"", ""ephemeral_privileged"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: Ephemeral privileged process, no network activity. | Benign-explanation test: Short-lived process, unusual parent-child pair.",ok,,cnn
77270,0,0,1,MALICIOUS,1.0,0.74,"[""events_per_second"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: No setuid/setgid execution, but exec_count suggests unusual activity. | Behavioural anomaly: High failed_call_rate and parent_child_rarity. | Benign-explanation test: Unusual events_per_second and unique_syscalls for admin scripting.",ok,,cnn
78207,0,0,1,MALICIOUS,1.0,0.8,"[""euid_root"", ""max_uid_euid_delta"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: No setuid/setgid execution, but exec_count suggests unusual activity. | Behavioural anomaly: High failed_call_rate and parent_child_rarity. | Benign-explanation test: Short lifetime_seconds and unique_syscalls lower than expected for benign scripts.",ok,,cnn
78521,0,0,1,MALICIOUS,1.0,0.87,"[""euid_root"", ""is_suid_exec"", ""failed_call_rate"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: High failed syscall rate, rare parent-child pair. | Benign-explanation test: Short-lived process, no admin scripting indicators.",ok,,cnn
79352,1,0,1,MALICIOUS,1.0,0.95,"[""euid_root"", ""is_suid_exec"", ""ephemeral_privileged"", ""parent_child_rarity""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: Executed a setuid binary, unusual exec chain. | Behavioural anomaly: Ephemeral privileged process, no network activity. | Benign-explanation test: Short-lived process, unusual parent-child pair.",ok,,cnn
79482,0,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
82062,1,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
82235,0,0,1,MALICIOUS,1.0,0.74,"[""events_per_second"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta""]","Privilege state: UID/EUID transition to root with no prior change. | Mechanism: No setuid/setgid execution, but exec_count suggests unusual activity. | Behavioural anomaly: High failed_call_rate and parent_child_rarity. | Benign-explanation test: Unusual events_per_second and unique_syscalls for admin scripting.",ok,,cnn
82562,1,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
83183,0,0,1,MALICIOUS,1.0,0.85,"[""unique_syscalls"", ""uid_is_root"", ""euid_root"", ""max_uid_euid_delta"", ""is_suid_exec""]","Ephemeral privileged process with uid_is_root and euid_root. | Unusual exec chain with is_suid_exec and max_uid_euid_delta. | High failed_call_rate and parent_child_rarity. | Low events_per_second and lifetime_seconds, not typical admin scripting. | Evidence supports CNN's call; XGBoost's FP pattern not matched.",ok,,cnn
